scenario_id,has_leak,x_leak_true,q_leak_true,leak_size,noise_level,noise_std,n_sensors,leak_detected,t_detection,x_leak_pred,x_leak_error_km,q_leak_pred,q_leak_error_pct,method,inference_time_ms,has_leak_prob,training_time_s,noise_std_db
5,True,4000.0,0.015,medium,moderado,8000.0,2.0,False,,,,0.0150474381874048,,pressure_gradient,,,,24.082399653118497
6,True,4000.0,0.03,large,moderado,8000.0,2.0,False,,,,0.0300780737566767,,pressure_gradient,,,,24.082399653118497
7,True,6000.0,0.005,small,moderado,8000.0,2.0,False,,,,0.005018619791947,,pressure_gradient,,,,24.082399653118497
8,True,6000.0,0.015,medium,moderado,8000.0,2.0,False,,,,0.0150322615485526,,pressure_gradient,,,,24.082399653118497
9,True,6000.0,0.03,large,moderado,8000.0,2.0,False,,,,0.030046188807065,,pressure_gradient,,,,24.082399653118497
10,True,8000.0,0.005,small,moderado,8000.0,2.0,False,,,,0.0050150176804462,,pressure_gradient,,,,24.082399653118497
11,True,8000.0,0.015,medium,moderado,8000.0,2.0,False,,,,0.0150215419850158,,pressure_gradient,,,,24.082399653118497
12,True,8000.0,0.03,large,moderado,8000.0,2.0,False,,,,0.0300251331096625,,pressure_gradient,,,,24.082399653118497
0,False,,0.0,none,dificil,25000.0,2.0,False,,,,3.221116424878545e-05,,pressure_gradient,,,,33.979400086720375
1,True,2000.0,0.005,small,dificil,25000.0,2.0,False,,,,0.0050388480961673,,pressure_gradient,,,,33.979400086720375
2,True,2000.0,0.015,medium,dificil,25000.0,2.0,False,,,,0.015051205809944,,pressure_gradient,,,,33.979400086720375
3,True,2000.0,0.03,large,dificil,25000.0,2.0,False,,,,0.0300675786885873,,pressure_gradient,,,,33.979400086720375
4,True,4000.0,0.005,small,dificil,25000.0,2.0,False,,,,0.0050453668037305,,pressure_gradient,,,,33.979400086720375
5,True,4000.0,0.015,medium,dificil,25000.0,2.0,False,,,,0.0150693417790941,,pressure_gradient,,,,33.979400086720375
6,True,4000.0,0.03,large,dificil,25000.0,2.0,False,,,,0.0300999773483658,,pressure_gradient,,,,33.979400086720375
7,True,6000.0,0.005,small,dificil,25000.0,2.0,False,,,,0.0050405233836363,,pressure_gradient,,,,33.979400086720375
8,True,6000.0,0.015,medium,dificil,25000.0,2.0,False,,,,0.0150541651402418,,pressure_gradient,,,,33.979400086720375
9,True,6000.0,0.03,large,dificil,25000.0,2.0,False,,,,0.0300680923987541,,pressure_gradient,,,,33.979400086720375
10,True,8000.0,0.005,small,dificil,25000.0,2.0,False,,,,0.0050369212721354,,pressure_gradient,,,,33.979400086720375
11,True,8000.0,0.015,medium,dificil,25000.0,2.0,False,,,,0.015043445576705,,pressure_gradient,,,,33.979400086720375
12,True,8000.0,0.03,large,dificil,25000.0,2.0,False,,,,0.0300470367013518,,pressure_gradient,,,,33.979400086720375
0,False,,0.0,none,muy_dificil,50000.0,2.0,False,,,,6.442232849745988e-05,,pressure_gradient,,,,40.0
1,True,2000.0,0.005,small,muy_dificil,50000.0,2.0,False,,,,0.005071059260416,,pressure_gradient,,,,40.0
2,True,2000.0,0.015,medium,muy_dificil,50000.0,2.0,False,,,,0.0150834169741927,,pressure_gradient,,,,40.0
3,True,2000.0,0.03,large,muy_dificil,50000.0,2.0,False,,,,0.030099789852836,,pressure_gradient,,,,40.0
4,True,4000.0,0.005,small,muy_dificil,50000.0,2.0,False,,,,0.0050775779679791,,pressure_gradient,,,,40.0
5,True,4000.0,0.015,medium,muy_dificil,50000.0,2.0,False,,,,0.0151015529433428,,pressure_gradient,,,,40.0
6,True,4000.0,0.03,large,muy_dificil,50000.0,2.0,False,,,,0.0301321885126145,,pressure_gradient,,,,40.0
7,True,6000.0,0.005,small,muy_dificil,50000.0,2.0,False,,,,0.005072734547885,,pressure_gradient,,,,40.0
8,True,6000.0,0.015,medium,muy_dificil,50000.0,2.0,False,,,,0.0150863763044905,,pressure_gradient,,,,40.0
9,True,6000.0,0.03,large,muy_dificil,50000.0,2.0,False,,,,0.0301003035630029,,pressure_gradient,,,,40.0
10,True,8000.0,0.005,small,muy_dificil,50000.0,2.0,False,,,,0.0050691324363841,,pressure_gradient,,,,40.0
11,True,8000.0,0.015,medium,muy_dificil,50000.0,2.0,False,,,,0.0150756567409537,,pressure_gradient,,,,40.0
12,True,8000.0,0.03,large,muy_dificil,50000.0,2.0,False,,,,0.0300792478656005,,pressure_gradient,,,,40.0
0,False,,0.0,none,trivial,500.0,3.0,False,,,,6.442232849401819e-07,,pressure_gradient,,,,0.0
1,True,2000.0,0.005,small,trivial,500.0,3.0,False,,,,0.0050072811552034,,pressure_gradient,,,,0.0
2,True,2000.0,0.015,medium,trivial,500.0,3.0,False,,,,0.0150196388689802,,pressure_gradient,,,,0.0
3,True,2000.0,0.03,large,trivial,500.0,3.0,False,,,,0.0300360117476235,,pressure_gradient,,,,0.0
4,True,4000.0,0.005,small,trivial,500.0,3.0,False,,,,0.0050137998627666,,pressure_gradient,,,,0.0
5,True,4000.0,0.015,medium,trivial,500.0,3.0,False,,,,0.0150377748381303,,pressure_gradient,,,,0.0
6,True,4000.0,0.03,large,trivial,500.0,3.0,False,,,,0.0300684104074021,,pressure_gradient,,,,0.0
7,True,6000.0,0.005,small,trivial,500.0,3.0,False,,,,0.0050089564426725,,pressure_gradient,,,,0.0
8,True,6000.0,0.015,medium,trivial,500.0,3.0,False,,,,0.015022598199278,,pressure_gradient,,,,0.0
9,True,6000.0,0.03,large,trivial,500.0,3.0,False,,,,0.0300365254577903,,pressure_gradient,,,,0.0
10,True,8000.0,0.005,small,trivial,500.0,3.0,False,,,,0.0050053543311717,,pressure_gradient,,,,0.0
11,True,8000.0,0.015,medium,trivial,500.0,3.0,False,,,,0.0150118786357412,,pressure_gradient,,,,0.0
12,True,8000.0,0.03,large,trivial,500.0,3.0,False,,,,0.0300154697603879,,pressure_gradient,,,,0.0
0,False,,0.0,none,facil,2000.0,3.0,False,,,,2.5768931398162387e-06,,pressure_gradient,,,,12.041199826559248
1,True,2000.0,0.005,small,facil,2000.0,3.0,False,,,,0.0050092138250583,,pressure_gradient,,,,12.041199826559248
2,True,2000.0,0.015,medium,facil,2000.0,3.0,False,,,,0.015021571538835,,pressure_gradient,,,,12.041199826559248
3,True,2000.0,0.03,large,facil,2000.0,3.0,False,,,,0.0300379444174784,,pressure_gradient,,,,12.041199826559248
4,True,4000.0,0.005,small,facil,2000.0,3.0,False,,,,0.0050157325326215,,pressure_gradient,,,,12.041199826559248
5,True,4000.0,0.015,medium,facil,2000.0,3.0,False,,,,0.0150397075079852,,pressure_gradient,,,,12.041199826559248
6,True,4000.0,0.03,large,facil,2000.0,3.0,False,,,,0.0300703430772569,,pressure_gradient,,,,12.041199826559248
7,True,6000.0,0.005,small,facil,2000.0,3.0,False,,,,0.0050108891125273,,pressure_gradient,,,,12.041199826559248
8,True,6000.0,0.015,medium,facil,2000.0,3.0,False,,,,0.0150245308691329,,pressure_gradient,,,,12.041199826559248
9,True,6000.0,0.03,large,facil,2000.0,3.0,False,,,,0.0300384581276452,,pressure_gradient,,,,12.041199826559248
10,True,8000.0,0.005,small,facil,2000.0,3.0,False,,,,0.0050072870010265,,pressure_gradient,,,,12.041199826559248
11,True,8000.0,0.015,medium,facil,2000.0,3.0,False,,,,0.0150138113055961,,pressure_gradient,,,,12.041199826559248
12,True,8000.0,0.03,large,facil,2000.0,3.0,False,,,,0.0300174024302428,,pressure_gradient,,,,12.041199826559248
0,False,,0.0,none,moderado,8000.0,3.0,False,,,,1.0307572559598022e-05,,pressure_gradient,,,,24.082399653118497
1,True,2000.0,0.005,small,moderado,8000.0,3.0,False,,,,0.0050169445044781,,pressure_gradient,,,,24.082399653118497
2,True,2000.0,0.015,medium,moderado,8000.0,3.0,False,,,,0.0150293022182548,,pressure_gradient,,,,24.082399653118497
3,True,2000.0,0.03,large,moderado,8000.0,3.0,False,,,,0.0300456750968981,,pressure_gradient,,,,24.082399653118497
4,True,4000.0,0.005,small,moderado,8000.0,3.0,False,,,,0.0050234632120413,,pressure_gradient,,,,24.082399653118497
5,True,4000.0,0.015,medium,moderado,8000.0,3.0,False,,,,0.0150474381874048,,pressure_gradient,,,,24.082399653118497
6,True,4000.0,0.03,large,moderado,8000.0,3.0,False,,,,0.0300780737566767,,pressure_gradient,,,,24.082399653118497
7,True,6000.0,0.005,small,moderado,8000.0,3.0,False,,,,0.005018619791947,,pressure_gradient,,,,24.082399653118497
8,True,6000.0,0.015,medium,moderado,8000.0,3.0,False,,,,0.0150322615485526,,pressure_gradient,,,,24.082399653118497
9,True,6000.0,0.03,large,moderado,8000.0,3.0,False,,,,0.030046188807065,,pressure_gradient,,,,24.082399653118497
10,True,8000.0,0.005,small,moderado,8000.0,3.0,False,,,,0.0050150176804462,,pressure_gradient,,,,24.082399653118497
11,True,8000.0,0.015,medium,moderado,8000.0,3.0,False,,,,0.0150215419850158,,pressure_gradient,,,,24.082399653118497
12,True,8000.0,0.03,large,moderado,8000.0,3.0,False,,,,0.0300251331096625,,pressure_gradient,,,,24.082399653118497
0,False,,0.0,none,dificil,25000.0,3.0,False,,,,3.221116424878545e-05,,pressure_gradient,,,,33.979400086720375
1,True,2000.0,0.005,small,dificil,25000.0,3.0,False,,,,0.0050388480961673,,pressure_gradient,,,,33.979400086720375
2,True,2000.0,0.015,medium,dificil,25000.0,3.0,False,,,,0.015051205809944,,pressure_gradient,,,,33.979400086720375
3,True,2000.0,0.03,large,dificil,25000.0,3.0,False,,,,0.0300675786885873,,pressure_gradient,,,,33.979400086720375
4,True,4000.0,0.005,small,dificil,25000.0,3.0,False,,,,0.0050453668037305,,pressure_gradient,,,,33.979400086720375
5,True,4000.0,0.015,medium,dificil,25000.0,3.0,False,,,,0.0150693417790941,,pressure_gradient,,,,33.979400086720375
6,True,4000.0,0.03,large,dificil,25000.0,3.0,True,120.0,3756.10691500852,0.2438930849914804,0.0300999773483658,0.3332578278863093,pressure_gradient,,,,33.979400086720375
7,True,6000.0,0.005,small,dificil,25000.0,3.0,False,,,,0.0050405233836363,,pressure_gradient,,,,33.979400086720375
8,True,6000.0,0.015,medium,dificil,25000.0,3.0,False,,,,0.0150541651402418,,pressure_gradient,,,,33.979400086720375
9,True,6000.0,0.03,large,dificil,25000.0,3.0,False,,,,0.0300680923987541,,pressure_gradient,,,,33.979400086720375
10,True,8000.0,0.005,small,dificil,25000.0,3.0,False,,,,0.0050369212721354,,pressure_gradient,,,,33.979400086720375
11,True,8000.0,0.015,medium,dificil,25000.0,3.0,False,,,,0.015043445576705,,pressure_gradient,,,,33.979400086720375
12,True,8000.0,0.03,large,dificil,25000.0,3.0,False,,,,0.0300470367013518,,pressure_gradient,,,,33.979400086720375
0,False,,0.0,none,muy_dificil,50000.0,3.0,False,,,,6.442232849745988e-05,,pressure_gradient,,,,40.0
1,True,2000.0,0.005,small,muy_dificil,50000.0,3.0,False,,,,0.005071059260416,,pressure_gradient,,,,40.0
2,True,2000.0,0.015,medium,muy_dificil,50000.0,3.0,False,,,,0.0150834169741927,,pressure_gradient,,,,40.0
3,True,2000.0,0.03,large,muy_dificil,50000.0,3.0,False,,,,0.030099789852836,,pressure_gradient,,,,40.0
4,True,4000.0,0.005,small,muy_dificil,50000.0,3.0,False,,,,0.0050775779679791,,pressure_gradient,,,,40.0
5,True,4000.0,0.015,medium,muy_dificil,50000.0,3.0,False,,,,0.0151015529433428,,pressure_gradient,,,,40.0
6,True,4000.0,0.03,large,muy_dificil,50000.0,3.0,True,120.0,3420.0558326932764,0.5799441673067236,0.0301321885126145,0.4406283753818907,pressure_gradient,,,,40.0
7,True,6000.0,0.005,small,muy_dificil,50000.0,3.0,False,,,,0.005072734547885,,pressure_gradient,,,,40.0
8,True,6000.0,0.015,medium,muy_dificil,50000.0,3.0,False,,,,0.0150863763044905,,pressure_gradient,,,,40.0
9,True,6000.0,0.03,large,muy_dificil,50000.0,3.0,False,,,,0.0301003035630029,,pressure_gradient,,,,40.0
10,True,8000.0,0.005,small,muy_dificil,50000.0,3.0,False,,,,0.0050691324363841,,pressure_gradient,,,,40.0
11,True,8000.0,0.015,medium,muy_dificil,50000.0,3.0,False,,,,0.0150756567409537,,pressure_gradient,,,,40.0
12,True,8000.0,0.03,large,muy_dificil,50000.0,3.0,False,,,,0.0300792478656005,,pressure_gradient,,,,40.0
0,False,,0.0,none,trivial,500.0,3.0,True,,6586.953401565552,,0.0063254054635763,,lstm,2.994537353515625,0.7947792410850525,,0.0
1,True,2000.0000298023224,0.0050000002607703,small,trivial,500.0,3.0,True,,2412.4766886234283,0.4124766588211059,0.0092126503586769,84.25299756399556,lstm,1.0106563568115234,0.8286294341087341,,0.0
2,True,4000.000059604645,0.0050000002607703,medium,trivial,500.0,3.0,True,,4369.504451751709,0.3695043921470642,0.0107357908040285,114.71580488226836,lstm,0.9999275207519532,0.827240526676178,,0.0
3,True,6000.000238418579,0.0050000002607703,large,trivial,500.0,3.0,True,,6716.670393943787,0.7166701555252075,0.0078480776399374,56.961544612565554,lstm,0.0,0.8368000388145447,,0.0
4,True,8000.00011920929,0.0050000002607703,small,trivial,500.0,3.0,True,,7930.03499507904,0.069965124130249,0.008162173256278,63.24345661175105,lstm,1.0838508605957031,0.8535310626029968,,0.0
5,True,2000.0000298023224,0.0150000002235174,medium,trivial,500.0,3.0,True,,2175.024449825287,0.1750244200229644,0.0169303581118583,12.869052397175832,lstm,0.9801387786865234,0.887385904788971,,0.0
6,True,4000.000059604645,0.0150000002235174,large,trivial,500.0,3.0,True,,4444.6733593940735,0.4446732997894287,0.0191414594650268,27.609727865312568,lstm,0.979900360107422,0.8985705375671387,,0.0
7,True,6000.000238418579,0.0150000002235174,small,trivial,500.0,3.0,True,,6456.106305122376,0.4561060667037964,0.0157545391470193,5.030259415056404,lstm,1.0366439819335938,0.9174970984458924,,0.0
8,True,8000.00011920929,0.0150000002235174,medium,trivial,500.0,3.0,True,,8285.378813743591,0.2853786945343017,0.0172808490693569,15.205658745681358,lstm,1.016378402709961,0.9377472996711732,,0.0
9,True,2000.0000298023224,0.0300000004470348,large,trivial,500.0,3.0,True,,1654.8696160316467,0.3451304137706756,0.0216171741485595,27.942753911871403,lstm,1.0159015655517578,0.9088337421417236,,0.0
10,True,4000.000059604645,0.0300000004470348,small,trivial,500.0,3.0,True,,3555.685877799988,0.444314181804657,0.0268920354545116,10.359883154036355,lstm,0.0,0.918555498123169,,0.0
11,True,6000.000238418579,0.0300000004470348,medium,trivial,500.0,3.0,True,,5799.349546432495,0.2006506919860839,0.0223196178674697,25.601274883728102,lstm,3.048896789550781,0.93612140417099,,0.0
12,True,8000.00011920929,0.0300000004470348,large,trivial,500.0,3.0,True,,8624.698519706726,0.6246984004974365,0.0219909556210041,26.696815688955542,lstm,2.0020008087158203,0.963984191417694,,0.0
0,False,,0.0,none,facil,2000.0,3.0,True,,7003.036141395569,,0.0059418847784399,,lstm,0.9963512420654296,0.7991548180580139,,12.041199826559248
1,True,2000.0000298023224,0.0050000002607703,small,facil,2000.0,3.0,True,,2446.5472996234894,0.446547269821167,0.0090630685910582,81.26136236764836,lstm,2.001047134399414,0.8263299465179443,,12.041199826559248
2,True,4000.000059604645,0.0050000002607703,medium,facil,2000.0,3.0,True,,4971.534907817841,0.9715348482131958,0.010137103870511,102.74206683639837,lstm,1.0006427764892578,0.8273946642875671,,12.041199826559248
3,True,6000.000238418579,0.0050000002607703,large,facil,2000.0,3.0,True,,6965.883374214172,0.9658831357955932,0.0076053259894251,52.10651185553088,lstm,1.1129379272460938,0.8391056656837463,,12.041199826559248
4,True,8000.00011920929,0.0050000002607703,small,facil,2000.0,3.0,True,,8247.658014297485,0.2476578950881958,0.0083760794252157,67.5215797673832,lstm,1.0099411010742188,0.8603703379631042,,12.041199826559248
5,True,2000.0000298023224,0.0150000002235174,medium,facil,2000.0,3.0,True,,2320.19305229187,0.3201930224895477,0.0176920529454946,17.947017879083486,lstm,0.9999275207519532,0.8895180821418762,,12.041199826559248
6,True,4000.000059604645,0.0150000002235174,large,facil,2000.0,3.0,True,,4229.518473148346,0.2295184135437011,0.0198526695370674,32.35112827493058,lstm,1.0008811950683594,0.8987185955047607,,12.041199826559248
7,True,6000.000238418579,0.0150000002235174,small,facil,2000.0,3.0,True,,6566.218137741089,0.5662178993225098,0.0151045549660921,0.6970316067780246,lstm,1.0044574737548828,0.9137725830078124,,12.041199826559248
8,True,8000.00011920929,0.0150000002235174,medium,facil,2000.0,3.0,True,,8425.847887992859,0.4258477687835693,0.016839475929737,12.26317119206232,lstm,0.99945068359375,0.939689040184021,,12.041199826559248
9,True,2000.0000298023224,0.0300000004470348,large,facil,2000.0,3.0,True,,1849.8815596103668,0.1501184701919555,0.0225632920861244,24.78902750031609,lstm,0.9992122650146484,0.9101040363311768,,12.041199826559248
10,True,4000.000059604645,0.0300000004470348,small,facil,2000.0,3.0,True,,3687.0738863945007,0.312926173210144,0.0264013029634952,11.995658099716035,lstm,1.0786056518554688,0.919575333595276,,12.041199826559248
11,True,6000.000238418579,0.0300000004470348,medium,facil,2000.0,3.0,True,,5769.381523132324,0.2306187152862548,0.0228464551270008,23.84515071145966,lstm,0.9996891021728516,0.938338339328766,,12.041199826559248
12,True,8000.00011920929,0.0300000004470348,large,facil,2000.0,3.0,True,,8697.569966316223,0.6975698471069336,0.0204195477068424,31.93484199144182,lstm,0.0,0.9629051089286804,,12.041199826559248
0,False,,0.0,none,moderado,8000.0,3.0,True,,8067.26336479187,,0.0060466831550002,,lstm,0.9989738464355468,0.8146972060203552,,24.082399653118497
1,True,2000.0000298023224,0.0050000002607703,small,moderado,8000.0,3.0,True,,3295.677602291107,1.2956775724887848,0.0097296115010976,94.59221987317846,lstm,0.9999275207519532,0.8261127471923828,,24.082399653118497
2,True,4000.000059604645,0.0050000002607703,medium,moderado,8000.0,3.0,True,,5835.014581680298,1.835014522075653,0.0089401222765445,78.80243620561768,lstm,0.9999275207519532,0.8293017148971558,,24.082399653118497
3,True,6000.000238418579,0.0050000002607703,large,moderado,8000.0,3.0,True,,7790.003418922424,1.7900031805038452,0.0080182453617453,60.36489887122595,lstm,0.9992122650146484,0.8499866127967834,,24.082399653118497
4,True,8000.00011920929,0.0050000002607703,small,moderado,8000.0,3.0,True,,8798.404932022095,0.7984048128128052,0.0070787977427244,41.57594747072733,lstm,0.9989738464355468,0.8728057146072388,,24.082399653118497
5,True,2000.0000298023224,0.0150000002235174,medium,moderado,8000.0,3.0,True,,2290.3749346733093,0.2903749048709869,0.0174604665488004,16.40310859079497,lstm,0.9996891021728516,0.8888734579086304,,24.082399653118497
6,True,4000.000059604645,0.0150000002235174,large,moderado,8000.0,3.0,True,,4789.790511131287,0.7897904515266418,0.0181527592241764,21.018393024528137,lstm,1.000165939331055,0.9003888964653015,,24.082399653118497
7,True,6000.000238418579,0.0150000002235174,small,moderado,8000.0,3.0,True,,6922.637224197388,0.9226369857788086,0.0164096552878618,9.39770028892606,lstm,0.9996891021728516,0.920257568359375,,24.082399653118497
8,True,8000.00011920929,0.0150000002235174,medium,moderado,8000.0,3.0,True,,8750.144839286804,0.7501447200775146,0.0144140928983688,3.9060487761192273,lstm,1.3284683227539062,0.9439480900764464,,24.082399653118497
9,True,2000.0000298023224,0.0300000004470348,large,moderado,8000.0,3.0,True,,1888.771504163742,0.1112285256385803,0.0229513809084892,23.495398111709985,lstm,2.0155906677246094,0.9121519327163696,,24.082399653118497
10,True,4000.000059604645,0.0300000004470348,small,moderado,8000.0,3.0,True,,3760.3625655174255,0.2396374940872192,0.0265585251152515,11.471584268337724,lstm,0.9992122650146484,0.9202258586883544,,24.082399653118497
11,True,6000.000238418579,0.0300000004470348,medium,moderado,8000.0,3.0,True,,6074.94056224823,0.0749403238296508,0.0217537969350814,27.487344630251165,lstm,0.9953975677490234,0.9393552541732788,,24.082399653118497
12,True,8000.00011920929,0.0300000004470348,large,moderado,8000.0,3.0,True,,8686.466813087463,0.6864666938781738,0.0256544798612594,14.48506840340691,lstm,0.5216598510742188,0.9654853343963624,,24.082399653118497
0,False,,0.0,none,dificil,25000.0,3.0,True,,9514.47606086731,,0.0020856189541518,,lstm,1.5075206756591797,0.8650593161582947,,33.979400086720375
1,True,2000.0000298023224,0.0050000002607703,small,dificil,25000.0,3.0,True,,5937.99889087677,3.937998861074448,0.0085433749482035,70.86749005263725,lstm,2.015352249145508,0.8258472084999084,,33.979400086720375
2,True,4000.000059604645,0.0050000002607703,medium,dificil,25000.0,3.0,True,,8204.248547554016,4.204248487949371,0.0081384144723415,62.76828095780339,lstm,0.9970664978027344,0.8582935333251953,,33.979400086720375
3,True,6000.000238418579,0.0050000002607703,large,dificil,25000.0,3.0,True,,9270.627498626707,3.27062726020813,0.0045364139601588,9.271725528671752,lstm,0.9989738464355468,0.8855743408203125,,33.979400086720375
4,True,8000.00011920929,0.0050000002607703,small,dificil,25000.0,3.0,True,,9512.91799545288,1.5129178762435913,0.0024844511412084,50.31097976731613,lstm,1.000165939331055,0.8889752626419067,,33.979400086720375
5,True,2000.0000298023224,0.0150000002235174,medium,dificil,25000.0,3.0,True,,2885.252833366394,0.8852528035640717,0.0185047678649425,23.365117261333506,lstm,1.10626220703125,0.8906610012054443,,33.979400086720375
6,True,4000.000059604645,0.0150000002235174,large,dificil,25000.0,3.0,True,,5560.569167137146,1.5605691075325012,0.0173133686184883,15.42245573666013,lstm,0.9980201721191406,0.9097378253936768,,33.979400086720375
7,True,6000.000238418579,0.0150000002235174,small,dificil,25000.0,3.0,True,,8136.845827102661,2.136845588684082,0.0178088128566741,18.725417275348047,lstm,1.0006427764892578,0.9364983439445496,,33.979400086720375
8,True,8000.00011920929,0.0150000002235174,medium,dificil,25000.0,3.0,True,,9181.901216506958,1.1819010972976685,0.0096644628793001,35.57024843141066,lstm,0.997304916381836,0.9464263319969176,,33.979400086720375
9,True,2000.0000298023224,0.0300000004470348,large,dificil,25000.0,3.0,True,,1917.7496433258057,0.0822503864765167,0.0225161097943782,24.946301803792984,lstm,1.2562274932861328,0.9091118574142456,,33.979400086720375
10,True,4000.000059604645,0.0300000004470348,small,dificil,25000.0,3.0,True,,3928.7468791008,0.0712531805038452,0.0265090763568878,11.63641346042732,lstm,0.9958744049072266,0.9218215942382812,,33.979400086720375
11,True,6000.000238418579,0.0300000004470348,medium,dificil,25000.0,3.0,True,,6945.217847824097,0.9452176094055176,0.0243396364152431,18.86787982481897,lstm,0.9987354278564452,0.9470887780189514,,33.979400086720375
12,True,8000.00011920929,0.0300000004470348,large,dificil,25000.0,3.0,True,,8685.113191604614,0.6851130723953247,0.0258250728249549,13.916425199561932,lstm,0.9999275207519532,0.9655498266220092,,33.979400086720375
0,False,,0.0,none,muy_dificil,50000.0,3.0,True,,9606.313109397888,,0.0017510341946035,,lstm,0.9984970092773438,0.8726494312286377,,40.0
1,True,2000.0000298023224,0.0050000002607703,small,muy_dificil,50000.0,3.0,True,,9055.013656616213,7.0550136268138885,0.0058295739814639,16.59147354855899,lstm,0.0,0.8787384629249573,,40.0
2,True,4000.000059604645,0.0050000002607703,medium,muy_dificil,50000.0,3.0,True,,9527.664184570312,5.527664124965668,0.0023683559149503,52.63288417138018,lstm,0.997304916381836,0.8885751366615295,,40.0
3,True,6000.000238418579,0.0050000002607703,large,muy_dificil,50000.0,3.0,True,,9542.245268821716,3.542245030403137,0.0025693022646009,48.61395738797112,lstm,1.9984245300292969,0.8929247856140137,,40.0
4,True,8000.00011920929,0.0050000002607703,small,muy_dificil,50000.0,3.0,True,,9539.33298587799,1.5393328666687012,0.0026030419394373,47.93916392643639,lstm,2.000093460083008,0.8932772874832153,,40.0
5,True,2000.0000298023224,0.0150000002235174,medium,muy_dificil,50000.0,3.0,True,,3777.32127904892,1.7773212492465973,0.0195516251027584,30.344165409443285,lstm,0.9996891021728516,0.892641007900238,,40.0
6,True,4000.000059604645,0.0150000002235174,large,muy_dificil,50000.0,3.0,True,,7148.929238319397,3.148929178714752,0.0165114428848028,10.076284258421008,lstm,0.9987354278564452,0.9205843806266784,,40.0
7,True,6000.000238418579,0.0150000002235174,small,muy_dificil,50000.0,3.0,True,,9120.12815475464,3.12012791633606,0.0109021581709384,27.318946610108817,lstm,0.9996891021728516,0.9480907320976256,,40.0
8,True,8000.00011920929,0.0150000002235174,medium,muy_dificil,50000.0,3.0,True,,9152.84276008606,1.15284264087677,0.0116753820329904,22.164120939908607,lstm,1.507282257080078,0.94857519865036,,40.0
9,True,2000.0000298023224,0.0300000004470348,large,muy_dificil,50000.0,3.0,True,,2206.9817781448364,0.206981748342514,0.024161135405302,19.46288318242307,lstm,1.5087127685546875,0.9128879904747008,,40.0
10,True,4000.000059604645,0.0300000004470348,small,muy_dificil,50000.0,3.0,True,,4722.759127616882,0.7227590680122375,0.0245876379311084,18.04120811758625,lstm,1.5091896057128906,0.9276623725891112,,40.0
11,True,6000.000238418579,0.0300000004470348,medium,muy_dificil,50000.0,3.0,True,,8139.751553535461,2.1397513151168823,0.0263501532375812,12.166157183555413,lstm,1.5070438385009766,0.960870087146759,,40.0
12,True,8000.00011920929,0.0300000004470348,large,muy_dificil,50000.0,3.0,True,,8658.671975135803,0.6586718559265137,0.0266764461994171,11.078513993643014,lstm,1.5025138854980469,0.9671050310134888,,40.0
1,True,2000.0,0.005,small,trivial,500.0,2.0,True,,5435.5673828125,3.4355673828125,0.0254999995231628,409.9999904632568,pinn,,,194.26447129249573,0.0
1,True,2000.0,0.005,small,trivial,500.0,3.0,True,,5281.85009765625,3.28185009765625,0.0254999995231628,409.9999904632568,pinn,,,207.53190660476685,0.0
1,True,2000.0,0.005,small,facil,2000.0,2.0,True,,5470.61669921875,3.47061669921875,0.0254999995231628,409.9999904632568,pinn,,,187.22634863853452,12.041199826559248
1,True,2000.0,0.005,small,facil,2000.0,3.0,True,,5465.80517578125,3.46580517578125,0.0254999995231628,409.9999904632568,pinn,,,202.6980991363525,12.041199826559248
1,True,2000.0,0.005,small,moderado,8000.0,2.0,True,,5470.53564453125,3.47053564453125,0.0254999995231628,409.9999904632568,pinn,,,194.86359167099,24.082399653118497
1,True,2000.0,0.005,small,moderado,8000.0,3.0,True,,5465.6953125,3.4656953125,0.0254999995231628,409.9999904632568,pinn,,,212.77047085762024,24.082399653118497
1,True,2000.0,0.005,small,dificil,25000.0,2.0,True,,5470.291015625,3.470291015625,0.0254999995231628,409.9999904632568,pinn,,,185.67128825187683,33.979400086720375
1,True,2000.0,0.005,small,dificil,25000.0,3.0,True,,5465.44189453125,3.46544189453125,0.0254999995231628,409.9999904632568,pinn,,,209.1517789363861,33.979400086720375
1,True,2000.0,0.005,small,muy_dificil,50000.0,2.0,True,,5469.9052734375,3.4699052734375,0.0254999995231628,409.9999904632568,pinn,,,196.01670956611636,40.0
1,True,2000.0,0.005,small,muy_dificil,50000.0,3.0,True,,5465.04833984375,3.46504833984375,0.0254999995231628,409.9999904632568,pinn,,,211.9643347263336,40.0
2,True,2000.0,0.015,medium,trivial,500.0,2.0,True,,5442.6650390625,3.4426650390625,0.0254999995231628,69.99999682108562,pinn,,,194.853239774704,0.0
2,True,2000.0,0.015,medium,trivial,500.0,3.0,True,,5439.890625,3.439890625,0.0254999995231628,69.99999682108562,pinn,,,209.43372511863708,0.0
2,True,2000.0,0.015,medium,facil,2000.0,2.0,True,,5442.64599609375,3.44264599609375,0.0254999995231628,69.99999682108562,pinn,,,193.3579108715057,12.041199826559248
2,True,2000.0,0.015,medium,facil,2000.0,3.0,True,,5439.86865234375,3.43986865234375,0.0254999995231628,69.99999682108562,pinn,,,212.3664193153381,12.041199826559248
2,True,2000.0,0.015,medium,moderado,8000.0,2.0,True,,5442.56005859375,3.44256005859375,0.0254999995231628,69.99999682108562,pinn,,,196.794757604599,24.082399653118497
