scenario_id,has_leak,x_leak_true,q_leak_true,leak_size,noise_level,noise_std,n_sensors,leak_detected,t_detection,x_leak_pred,x_leak_error_km,q_leak_pred,q_leak_error_pct,method,inference_time_ms,has_leak_prob,training_time_s,noise_std_db
5,True,4000.0,0.015,medium,facil,2000.0,2.0,True,51.66666666666666,3999.999999999997,2.7284841053187848e-15,0.0148625975140142,0.9160165732386218,mass_balance_npw,,,,12.041199826559248
6,True,4000.0,0.03,large,facil,2000.0,2.0,True,51.66666666666666,3999.999999999997,2.7284841053187848e-15,0.029733577821474,0.8880739284198673,mass_balance_npw,,,,12.041199826559248
7,True,6000.0,0.005,small,facil,2000.0,2.0,True,51.75,5950.000000000002,0.0499999999999981,0.004939333084625,1.2133383074993538,mass_balance_npw,,,,12.041199826559248
8,True,6000.0,0.015,medium,facil,2000.0,2.0,True,51.66666666666666,6000.000000000003,2.7284841053187848e-15,0.0148227550678851,1.1816328807655665,mass_balance_npw,,,,12.041199826559248
9,True,6000.0,0.03,large,facil,2000.0,2.0,True,51.66666666666666,6000.000000000003,2.7284841053187848e-15,0.0296602580327904,1.1324732240316815,mass_balance_npw,,,,12.041199826559248
10,True,8000.0,0.005,small,facil,2000.0,2.0,True,50.0,7749.999999999997,0.2500000000000027,0.0049733230338225,0.5335393235491801,mass_balance_npw,,,,12.041199826559248
11,True,8000.0,0.015,medium,facil,2000.0,2.0,True,50.0,7799.999999999998,0.2000000000000018,0.0149217868052192,0.5214212985382254,mass_balance_npw,,,,12.041199826559248
12,True,8000.0,0.03,large,facil,2000.0,2.0,True,50.0,7799.999999999998,0.2000000000000018,0.0298568684397942,0.47710520068586,mass_balance_npw,,,,12.041199826559248
0,False,,0.0,none,moderado,8000.0,2.0,True,55.66666666666666,1000.0,,1.1133239062049804e-05,,mass_balance_npw,,,,24.082399653118497
1,True,2000.0,0.005,small,moderado,8000.0,2.0,True,50.08333333333333,1749.9999999999973,0.2500000000000027,0.0049767487426896,0.4650251462061383,mass_balance_npw,,,,24.082399653118497
2,True,2000.0,0.015,medium,moderado,8000.0,2.0,True,50.0,1950.0000000000027,0.0499999999999972,0.0149186044273692,0.5426371508713534,mass_balance_npw,,,,24.082399653118497
3,True,2000.0,0.03,large,moderado,8000.0,2.0,True,50.0,1949.9999999999984,0.0500000000000013,0.0298347663001979,0.5507789993402836,mass_balance_npw,,,,24.082399653118497
4,True,4000.0,0.005,small,moderado,8000.0,2.0,True,51.91666666666666,3699.999999999997,0.3000000000000027,0.004961408623124,0.7718275375199861,mass_balance_npw,,,,24.082399653118497
5,True,4000.0,0.015,medium,moderado,8000.0,2.0,True,51.75,3899.999999999999,0.1000000000000013,0.014869725103772,0.868499308186027,mass_balance_npw,,,,24.082399653118497
6,True,4000.0,0.03,large,moderado,8000.0,2.0,True,51.66666666666666,3950.0,0.05,0.029739281582262,0.8690613924599208,mass_balance_npw,,,,24.082399653118497
7,True,6000.0,0.005,small,moderado,8000.0,2.0,True,51.91666666666666,5999.999999999998,1.8189894035458565e-15,0.0049433749053099,1.1325018938018565,mass_balance_npw,,,,24.082399653118497
8,True,6000.0,0.015,medium,moderado,8000.0,2.0,True,51.75,5950.000000000002,0.0499999999999981,0.0148256797983805,1.162134677462704,mass_balance_npw,,,,24.082399653118497
9,True,6000.0,0.03,large,moderado,8000.0,2.0,True,51.66666666666666,6000.000000000003,2.7284841053187848e-15,0.0296659617935784,1.1134606880717235,mass_balance_npw,,,,24.082399653118497
10,True,8000.0,0.005,small,moderado,8000.0,2.0,True,50.08333333333333,7499.999999999998,0.5000000000000018,0.0049764561704807,0.4708765903856972,mass_balance_npw,,,,24.082399653118497
